RCR;ISIL;LIBELLE
141185107;FR-141185107;CAEN-Conseil Général Archeo
141185202;FR-141185202;CAEN-GANIL Centre de doc.
141185203;FR-141185203;CAEN-CNR
141185204;FR-141185204;CAEN-Musée des Beaux-arts
141185205;FR-141185205;CAEN-Agence Livre et lecture
141185401;FR-141185401;CAEN-BACLESSE
141185402;FR-141185402;CAEN-Centre etudes theologiques
141186101;FR-141186101;CAEN - Agglo.BM
141189901;FR-141189901;CAEN-Bib.électronique
141746201;FR-141746201;CONDE/NOIREAU-BM
142206201;FR-142206201;DEAUVILLE-Médiathèque
142256201;FR-142256201;DIVES/MER-Médiathèque
143276201;FR-143276201;HEROUVILLE ST CLAIR-BM
143336201;FR-143336201;HONFLEUR-Mediatheque M.Delange
143666201;FR-143666201;LISIEUX-BM
144376201;FR-144376201;MONDEVILLE-BM
145125201;FR-145125201;PONTECOULANT-Château
145306301;FR-145306301;RAINVILLE-BDP Calvados
145875401;FR-145875401;ST GERMAIN LA BLANCHE HERBE-IMEC
147625301;FR-147625301;VIRE-Bib. Association La Loure
147626201;FR-147626201;VIRE-BM
150142101;FR-150142101;AURILLAC-BU
150145101;FR-150145101;AURILLAC-Archives Dép.
150145201;FR-150145201;Aurillac-CDDP du Cantal
150146201;FR-150146201;AURILLAC-BM
150146301;FR-150146301;AURILLAC-BDP Aurillac
151206201;FR-151206201;MAURIAC-Mediatheque
151875401;FR-151875401;ST FLOUR-Bibl. Diocésaine
151876201;FR-151876201;ST FLOUR-BM
151876301;FR-151876301;ST FLOUR-BDP Annexe
160152101;FR-160152101;ANGOULEME-BU EducationFormation
160152201;FR-160152201;ANGOULEME-IAE-CEPE
160154003;FR-160154003;ANGOULEME-Lycée Guez de Balzac
160155101;FR-160155101;ANGOULEME-Archives departemental
160155106;FR-160155106;ANGOULEME-Ecole Beaux Arts
160155306;FR-160155306;ANGOULEME-CIBDI
160155401;FR-160155401;ANGOULEME-Bibl.Diocésaine
160155404;FR-160155404;ANGOULEME-Sté Archéol.Charen
160156204;FR-160156204;ANGOULEME-BM
160286201;FR-160286201;BARBEZIEUX-Médiathèque
160896201;FR-160896201;CHATEAUBERNARD-Médiathèque
161025101;FR-161025101;COGNAC-Musee municipal
161025408;FR-161025408;COGNAC-Bureau Interprof.Cognac
161026203;FR-161026203;COGNAC-BM
161066201;FR-161066201;CONFOLENS-BM
161066301;FR-161066301;CONFOLENS-BDP
161132101;FR-161132101;ANGOULEME-C. Univ. Charente
161676201;FR-161676201;JARNAC-Médiathèque
162305401;FR-162305401;MONTMOREAU-Abbaye ND de Maumont
162876301;FR-162876301;ROULLET/ST ESTEPHE-BDP
162926201;FR-162926201;RUFFEC-Médiathèque
170045101;FR-170045101;ILE-D'AIX-Musée napoléonien
171685101;FR-171685101;FOURAS-Musee regional du Donjon
171976301;FR-171976301;JONZAC-BDP Annexe
171976401;FR-171976401;JONZAC-Médiathèque
172196201;FR-172196201;MARENNES-Médiathèque
172995201;FR-172995201;ROCHEFORT-Ecole medecine navale
172995211;FR-172995211;ROCHEFORT-CCI
172996201;FR-172996201;ROCHEFORT-Mediatheque municipale
172996301;FR-172996301;ROCHEFORT-BDP Annexe
173002101;FR-173002101;LA ROCHELLE-BU
173005101;FR-173005101;LA ROCHELLE-Museum Hist.Nat.
173005105;FR-173005105;LA ROCHELLE-Archives Dép.
173005107;FR-173005107;LA ROCHELLE-Musée d'Orbigny
173005108;FR-173005108;LA ROCHELLE-Archives municipales
173005201;FR-173005201;LA ROCHELLE-Ecole de musique
173006102;FR-173006102;LA ROCHELLE-BM
173009901;FR-173009901;LA ROCHELLE-Bib. électronique
173066201;FR-173066201;ROYAN-Médiathèque
173376401;FR-173376401;ST GEORGES D'OLERON-Méd.
173475301;FR-173475301;ST JEAN D'ANGELY-Ethno. Folklore
173476201;FR-173476201;ST JEAN D'ANGELY-BM
173695101;FR-173695101;SAINT-MARTIN-DE-RE-Musee Cognacq
173855101;FR-173855101;ST PIERRE D'OLERON-Musee
174155201;FR-174155201;SAINTES-CNR
174155304;FR-174155304;SAINTES-Bibl.Diocésaine
174155305;FR-174155305;SAINTES-Sté Archéol.Hist. Ch
174156205;FR-174156205;SAINTES-BM
174156301;FR-174156301;SAINTES-BDP
174346201;FR-174346201;SURGERES-BM
180116201;FR-180116201;ARGENT SUR SAULDRE-BM
180332101;FR-180332101;ORLEANS BU-Section de Bourges
180332201;FR-180332201;BOURGES-Bibl.Alciat
180332203;FR-180332203;BOURGES-INSPE
180332301;FR-180332301;BOURGES-INSA Centre Val de Loire
180332302;FR-180332302;BOURGES-ENSA
180335101;FR-180335101;BOURGES-Archives Départemental
180335102;FR-180335102;BOURGES-Musée du Berry
180335202;FR-180335202;BOURGES-CDDP Cher
180335401;FR-180335401;BOURGES-Sté Archéol.Hist.Ber
180335402;FR-180335402;BOURGES-Bib. Archevêché
180336101;FR-180336101;BOURGES-BM
180336201;FR-180336201;BOURGES-Bib. Des Gibjoncs
180336301;FR-180336301;BOURGES-BDP Cher
180339901;FR-180339901;BOURGES-INSA CVL Bib. élec.
181415201;FR-181415201;MEHUN/YEVRE-Musée Charles VII
181976201;FR-181976201;ST AMAND MONTROND-BM
182416201;FR-182416201;SANCERRE-BM
182426301;FR-182426301;SANCOINS-BDP Annexe
182796201;FR-182796201;VIERZON-BM P.Eluard
190312201;FR-190312201;BRIVE LA GAILLARDE-Campus univ
190312202;FR-190312202;BRIVE LA GAILLARDE-IFSI
190315101;FR-190315101;BRIVE LA GAILLARDE-Bibl. Image
190315102;FR-190315102;BRIVE LA GAILLARDE-Musée
190315103;FR-190315103;BRIVE LA GAILLARDE-Bib. IREPS
190316201;FR-190316201;BRIVE LA GAILLARDE-BM
190336301;FR-190336301;BUGEAT-BDP Annexe
190732201;FR-190732201;EGLETONS-IUT
191136201;FR-191136201;LIGNIAC-Bib. Intercommunale
191364028;FR-191364028;MEYMAC-Ecole forestière
192556201;FR-192556201;SEILHAC-Médiathèque
192722201;FR-192722201;Campus Universitaire de Tulle
192725110;FR-192725110;TULLE-Archives Départementales
192725401;FR-192725401;TULLE-Bib. Assoc. diocésaine
192725402;FR-192725402;TULLE-Soc. lettres sciences arts
192726211;FR-192726211;TULLE-BM
192726301;FR-192726301;TULLE-BDP Corrèze
192755101;FR-192755101;USSEL-Musee
192756201;FR-192756201;USSEL-BM
200044001;FR-200044001;AJACCIO-CRDP
200045102;FR-200045102;AJACCIO-Archives departementales
200045103;FR-200045103;AJACCIO-Bib. IREPS
200045104;FR-200045104;AJACCIO-Bib. Musée Fesch
200045105;FR-200045105;AJACCIO-Musée Maison Bonaparte
200046201;FR-200046201;AJACCIO-BM
200046202;FR-200046202;AJACCIO-Méd. Sampiero
200046301;FR-200046301;AJACCIO-BDP
200335101;FR-200335101;BASTIA-Archives departementales
200336201;FR-200336201;BASTIA-BM
200336202;FR-200336202;BASTIA-Bib. T. Prelà
200962101;FR-200962101;CORTE-BU
200966301;FR-200966301;CORTE-Médiath.départementale
202476201;FR-202476201;PORT-VECCHIO-BM
202726301;FR-202726301;SARTENE-BDP Annexe
210386201;FR-210386201;AUXONNE-BM
210545101;FR-210545101;BEAUNE-AM
210545201;FR-210545201;BEAUNE-Centre d'études hist.
210546201;FR-210546201;BEAUNE-BM
211545101;FR-211545101;CHATILLON/SEINE-Archives
211546201;FR-211546201;CHATILLON SUR SEINE-BM
211666201;FR-211666201;CHENOVE-BM F. Mitterrand
211716201;FR-211716201;CHEVIGNT-ST-SAUVEUR-BM
212312101;FR-212312101;DIJON-BU Droit Lettres
212312102;FR-212312102;DIJON-BU Le Cortex
212312103;FR-212312103;DIJON-BU Santé
212312105;FR-212312105;DIJON-MSH
212312209;FR-212312209;DIJON-B2UFR Campus
212312211;FR-212312211;DIJON-Inst. Math. Bourgogne
212312213;FR-212312213;DIJON-UFR Droit/Sci.Politiques
212312219;FR-212312219;DIJON-Univ.-Inst.Vigne Vin Guyot
212312225;FR-212312225;DIJON-B2UFR Chabot-Charny
212312226;FR-212312226;DIJON-IREDU
212312230;FR-212312230;DIJON-IAE
212312238;FR-212312238;DIJON-IPAG
212312240;FR-212312240;DIJON-IUT
212312245;FR-212312245;DIJON-UMR ARTeHIS
212312246;FR-212312246;DIJON-BU INSPE
212312247;FR-212312247;DIJON-UFR LANGUES MEDIATHEQUE
212312248;FR-212312248;DIJON-BIBLIEST
212312249;FR-212312249;DIJON-Centre G. Chevrier
212312301;FR-212312301;DIJON-ENSA
212312303;FR-212312303;DIJON-L'Institut Agro
212312306;FR-212312306;DIJON-FNSP-Bibliothèque
212315101;FR-212315101;DIJON-Archives Départementales
212315102;FR-212315102;DIJON-CHS Chartreuse
212315103;FR-212315103;DIJON-Médiathèque Canopé
212315104;FR-212315104;DIJON-Jardin des sciences
212315106;FR-212315106;DIJON-Musée vie bourguignonne
212315107;FR-212315107;DIJON-Agence envir. et dévelop
212315108;FR-212315108;DIJON-Archives municipales
212315109;FR-212315109;DIJON-IREPS
212315203;FR-212315203;DIJON-Conservatoire nat.Région
212315204;FR-212315204;DIJON-Musée Archéologique
212315207;FR-212315207;DIJON-Musée des beaux-arts
212315209;FR-212315209;DIJON-Office coopér.Inf.Musé
212315210;FR-212315210;DIJON-Burgundy School Business
212315211;FR-212315211;DIJON-C.Rég. Livre Bourgogne
212315212;FR-212315212;DIJON-Musée Magnin
212315213;FR-212315213;DIJON-Bib. et Archives Alésia
212315214;FR-212315214;DIJON-IRTESS
212315301;FR-212315301;DIJON-Bib. diocésaine G. Bardy
212315302;FR-212315302;DIJON-CCI Côte d'Or
212315403;FR-212315403;DIJON-Bibl. G.F. Leclerc
212315404;FR-212315404;DIJON-Sté Annales Bourgogne
212315405;FR-212315405;DIJON-IFMK
212316101;FR-212316101;DIJON-BM
212319901;FR-212319901;DIJON-BU Doc.électronique
212956401;FR-212956401;GEVREY-CHAMBERTIN-Bib.
213906201;FR-213906201;MARSANNAY-LA-CÔTE-Mediatheque
214256201;FR-214256201;MONTBARD-BM
214646202;FR-214646202;NUITS-ST-GEORGES-Bib interc.
215056201;FR-215056201;PRECY/THIL-Médiathèque
215156201;FR-215156201;QUÉTIGNY-BM
215406301;FR-215406301;STE APOLLINAIRE-BDP Cote d'Or
215645301;FR-215645301;ST NICOLAS/CITEAUX-Abbaye
215846201;FR-215846201;SAULIEU-BM
216036201;FR-216036201;SEMUR EN AUXOIS-BM
216176201;FR-216176201;TALANT-Bib. H. Vincenot
220045401;FR-220045401;BEGARD-Fondation Bon Sauveur
220346301;FR-220346301;CAVAN-Bib. des Côtes d'Armor
220385101;FR-220385101;CHATELAUDREN-Bib Echo de la Mode
220506201;FR-220506201;DINAN-BM
220706201;FR-220706201;GUINGAMP-BM
220816201;FR-220816201;HILLION-Médiathèque
220936201;FR-220936201;LAMBALLE-BM
221132206;FR-221132206;LANNION-ENSSAT
221132207;FR-221132207;LANNION-IUT
221136201;FR-221136201;LANNION-BM
221366201;FR-221366201;LOUDEAC-BM
221625303;FR-221625303;PAIMPOL-C.Doc.Maritime internat.
22186201;FR-22186201;LUCE-Méd. G. Sand
221876201;FR-221876201;PLERIN-BM
221876301;FR-221876301;PLERIN-BDP Côtes d'Armor
222156201;FR-222156201;PLOUFRAGAN-Méd. V. Hugo
222772103;FR-222772103;ST BRIEUC-Centre univ. (Rennes1)
222782101;FR-222782101;ST BRIEUC-Bib. Mazier (Rennes 2)
222782301;FR-222782301;ST-BRIEUC-INSPE Bretagne
222785101;FR-222785101;SAINT BRIEUC-Archives departemen
222785102;FR-222785102;ST BRIEUC-Atelier Canopé
222785103;FR-222785103;SAINT-BRIEUC-Archives municip.
222785201;FR-222785201;ST BRIEUC-Centre Hospitalier
222786201;FR-222786201;ST BRIEUC - BM
230085201;FR-230085201;AUBUSSON-Cité de la Tapisserie
230962201;FR-230962201;GUERET-IUT
230962301;FR-230962301;GUERET-INSPE
230965101;FR-230965101;GUERET-Archives departementales
230965102;FR-230965102;GUERET-Bib. IREPS
230965401;FR-230965401;GUERET-SSNAHC
230966201;FR-230966201;GUERET-BM
230966202;FR-230966202;GUERET-Médiathèque intercom.
240376201;FR-240376201;BERGERAC-BM
240536201;FR-240536201;BOULAZAC-Médiathèque Aragon
241396201;FR-241396201;COURSAC-Bib. Intercommunale
241725201;FR-241725201;LES EYZIES/TAYAC SIREUIL-Pataud
241725202;FR-241725202;LES EYZIES-Musée préhistoire
243222203;FR-243222203;BORDEAUX-UB-BibCampus Périgord
243225101;FR-243225101;PERIGUEUX-Archives Dép.
243226101;FR-243226101;PERIGUEUX-BM
243226301;FR-243226301;PERIGUEUX-BDP Dordogne
243526201;FR-243526201;RIBERAC-BM
245206201;FR-245206201;SARLAT-LA-CANEDA-BM
250316201;FR-250316201;AUDINCOURT-Bib. J. Korczak
250476201;FR-250476201;BAUME-LES-DAMES-BM
250562101;FR-250562101;BESANCON-BU Lettres
250562102;FR-250562102;BESANCON-BU Santé
250562103;FR-250562103;BESANCON-BU Sciences Staps
250562104;FR-250562104;BESANCON-BU Droit
250562201;FR-250562201;BESANCON-IUT
250562203;FR-250562203;BESANCON-Univ.-Psychologie
250562206;FR-250562206;BESANCON-Laboratoire ThéMA
250562208;FR-250562208;BESANCON-ENSMM
250562209;FR-250562209;BESANCON-Univ.-Mathématiques
250562211;FR-250562211;BESANCON-FEMTO-ST
250562212;FR-250562212;BESANCON - Chrono-environnement
250562220;FR-250562220;BESANCON-Univ.-Psychiatrie
250562230;FR-250562230;BESANCON-Univ.-Inst.Et.Comtoises
250562232;FR-250562232;BESANCON-Bibl.Hérodote
250562234;FR-250562234;BESANCON-Univ.-Art & Archéolog
250562237;FR-250562237;BESANCON-Univ.-Observ.Sci.Univer
250562241;FR-250562241;BESANCON-UTINAM
250562243;FR-250562243;BESANCON-Univ.-IREM
250562248;FR-250562248;BESANCON-IUT-Chimie
250562249;FR-250562249;BESANCON-Univ.-C.Linguist.Appl.
250562301;FR-250562301;BESANCON-ISTA
250562303;FR-250562303;BESANCON-BU EDUCATION
250564001;FR-250564001;BESANCON-Lycée J.Haag
250565101;FR-250565101;BESANCON-Archives Dép.
250565103;FR-250565103;BESANCON-Musée Résistance
250565104;FR-250565104;BESANCON-AM
250565108;FR-250565108;BESANCON-ISBA
250565111;FR-250565111;BESANCON-CRRLJ
250565113;FR-250565113;BESANCON-Musée du Temps
250565201;FR-250565201;BESANCON-Atelier Canopé
250565301;FR-250565301;BESANCON-Maison Reg. Envir.
250565402;FR-250565402;BESANCON-Bibl.diocésaine
250565403;FR-250565403;BESANCON-Musée comtois
250566101;FR-250566101;BESANCON-BM
250566301;FR-250566301;BESANCON-BDP
250569901;FR-250569901;BESANCON-SCD-Bib.électronique
250576201;FR-250576201;BETHONCOURT-Bib. J. Macé
251126201;FR-251126201;CHALEZEULE-BM
251954001;FR-251954001;DANNEMARIE/CRETE-LEGTA GRANVELLE
253566201;FR-253566201;MAICHE-BM
253644001;FR-253644001;MAMIROLLE-EN Industr.Laitière
253676201;FR-253676201;MANDEURE-Médiathèque
253882101;FR-253882101;MONTBELIARD-BU
253882102;FR-253882102;MONTBELIARD-UTBM-BU
253885101;FR-253885101;MONTBELIARD-Archives Municipales
253885102;FR-253885102;MONTBELIARD-Museum Cuvier
253885201;FR-253885201;MONTBELIARD-Ecole de musique
253886202;FR-253886202;MONTBELIARD-BM
254345101;FR-254345101;ORNANS-Musee Gustave Courbet
254625101;FR-254625101;PONTARLIER-Archives municipales
254625201;FR-254625201;PONTARLIER-Musée Marmier
254626203;FR-254626203;PONTARLIER-BM
255806201;FR-255806201;VALENTIGNEY-BM
260185401;FR-260185401;AULAN-Château
260376201;FR-260376201;BEAUMONT-LES-VALENCE-Médiath.
260586201;FR-260586201;BOURG-LES-VALENCE-BM
260636201;FR-260636201;BUIS/BARONNIES-BM
260646201;FR-260646201;CHABEUIL-Médiathèque
260746401;FR-260746401;CHAPELLE/VERCORS-Meditatheque
260846201;FR-260846201;CHATEAUNEUF/ISERE-Médiath.
261086301;FR-261086301;CREST-BD Drôme
261136301;FR-261136301;DIE-BD Drôme
261246201;FR-261246201;ETOILE/RHONE-Médiathèque
261465101;FR-261465101;GRIGNAN-Château
261465401;FR-261465401;MONTJOYER-Abbaye N.D.Aiguebelle
261936201;FR-261936201;MONTBRUN LES BAINS-BM
261986201;FR-261986201;MONTELIMAR-Médiathèque
262186201;FR-262186201;MOURS-SAINT-EUSEBE-Médiath.
262206201;FR-262206201;NYONS-BD Drôme
262336301;FR-262336301;SAINT-VALLIER-BD Drôme
262355101;FR-262355101;PIERRELATTE-AM
262526201;FR-262526201;PORTES-LES-VALENCE-Médiath.
262815101;FR-262815101;ROMANS/ISERE-Archives communales
262816201;FR-262816201;ROMANS/ISERE-Médiathèque
262816202;FR-262816202;ROMANS/ISERE-Médiath. Monnaie
263622101;FR-263622101;VALENCE-BU R. Pesce
263622201;FR-263622201;VALENCE-IUT-IAE
263622202;FR-263622202;VALENCE-DSDA-Rabelais
263622203;FR-263622203;VALENCE-DSDA-Briffaut
263622301;FR-263622301;VALENCE-ESISI
263622302;FR-263622302;VALENCE-INSPE
263622303;FR-263622303;VALENCE-IRFSS Croix Rouge
263625101;FR-263625101;VALENCE-Archives Dép.
263625102;FR-263625102;VALENCE-CPA
263625103;FR-263625103;VALENCE-Musée
263625401;FR-263625401;VALENCE-Sté Archéologie Stat
263625403;FR-263625403;VALENCE-Bib. diocésaines
263626101;FR-263626101;VALENCE-Mediath. Latour Maubourg
263626201;FR-263626201;VALENCE-Médiath Chamberlière
263626202;FR-263626202;VALENCE-Médiath. Fontbarlettes
263626203;FR-263626203;VALENCE-Médiath. du Plan
263626204;FR-263626204;VALENCE-Médiath. Sud
263626301;FR-263626301;VALENCE-BD Drôme
270226201;FR-270226201;AUBEVOYE-BM
270525401;FR-270525401;LE BEC HELLOUIN-Abbaye
271036201;FR-271036201;BOURG ACHARD-Bib. H. Malot
271146201;FR-271146201;BREUILPONT-Médiathèque
271506201;FR-271506201;LA CHAPELLE REANVILLE-Bib.
271655101;FR-271655101;CONCHES/OUCHES-Musée du verre
271656201;FR-271656201;CONCHES/Ouches-BM
272136201;FR-272136201;VEXIN-SUR-EPTE-Médiathèque
272266201;FR-272266201;ETREPAGNY-Médiathèque
272292101;FR-272292101;ÉVREUX-Bib Centre universitair
272295101;FR-272295101;EVREUX-Archives departementales
272295301;FR-272295301;EVREUX-Soc.libre A.S.A.B.L.Eure
272296201;FR-272296201;EVREUX-BM
272296301;FR-272296301;EVREUX-BDP
272796401;FR-272796401;GASNY-Médiathèque
272846201;FR-272846201;GISORS-BM Maupassant
273756201;FR-273756201;LOUVIERS-Mediatheque
273976201;FR-273976201;MENILLES-Bibliothèque
274486401;FR-274486401;PACY/EURE-Bibliothèque
274675101;FR-274675101;PONT-AUDEMER-Musée A. Carel
274676201;FR-274676201;PONT AUDEMER-BM
275626401;FR-275626401;SAINT-MARCEL-Bibliothèque
276796201;FR-276796201;VERNEUIL/AVRE-BM J.Carcopino
276816201;FR-276816201;VERNON-BM
276816401;FR-276816401;VERNON-Bib. des Valmeux
277016201;FR-277016201;VAL DE REUIL-BM
280076201;FR-280076201;ANET-BM
280156201;FR-280156201;AUNEAU-BM D. Klein
280515201;FR-280515201;BONNEVAL-C.H. Henri Ey
280852202;FR-280852202;CHARTRES-IUT
280852203;FR-280852203;CHARTRES-INSPE
280855102;FR-280855102;CHARTRES-Archives departementale
280855103;FR-280855103;CHARTRES-Bib. Musée
280855201;FR-280855201;CHARTRES-CDDP Eure et Loir
280855202;FR-280855202;CHARTRES-C.Int. du Vitrail
280855203;FR-280855203;CHARTRES-Le COMPA
280855301;FR-280855301;CHARTRES-Bibl. Diocésaine
280855401;FR-280855401;CHARTRES-Soc. archéologique
280856201;FR-280856201;CHARTRES-BM
280886201;FR-280886201;CHATEAUDUN-BM
281346201;FR-281346201;DREUX-BM A.Godeau
281965301;FR-281965301;ILLIERS COMBRAY-Musee Proust
282296201;FR-282296201;MAINVILLIERS-BM
282806201;FR-282806201;NOGENT LE ROTROU-BM
290046201;FR-290046201;BANNALEC-BM le Tangram
290106201;FR-290106201;BODILIS-BM
290116201;FR-290116201;BOHARS-BM Les Feuillantines
290192101;FR-290192101;BREST-BU Lettres
290192102;FR-290192102;BREST-BU Santé
290192103;FR-290192103;Brest-BU Droit-Eco.-Scie-Sports
290192205;FR-290192205;PLOUZANE. IUEM Domaines océani
290192210;FR-290192210;BREST-CRBC
290192213;FR-290192213;BREST-Bibliothèques de Maths
290192215;FR-290192215;BREST-Géoarchitecture
290192301;FR-290192301;BREST-Infothèque ESC
290192306;FR-290192306;BREST - IMT Atlantique
290192307;FR-290192307;BREST-PLOUZANE-PDI-ENIB
290192308;FR-290192308;BREST-INSPE Bretagne
290192309;FR-290192309;BREST-Cap avenir UBO
290192310;FR-290192310;BREST-EESAB
290195101;FR-290195101;BREST-SHD
290195103;FR-290195103;BREST-Archives municipales
290195201;FR-290195201;BREST-ENSTA Bretagne
290195202;FR-290195202;BREST-Ecole navale
290195209;FR-290195209;PLOUZANE-Bibl.La Pérouse
290195210;FR-290195210;BREST-Bib. ADEUPa Brest-Bretagne
290195216;FR-290195216;BREST-Serv.Hydrogr.Océanogr.Ma
290195401;FR-290195401;BREST-Assoc. CAPISEN
290195404;FR-290195404;BREST Thalès-Underwater System
290196101;FR-290196101;BREST-BM
290199901;FR-290199901;BREST-SCD-Bib. electronique
290246201;FR-290246201;CARHAIX-PLOUGUER-Mediatheque
290266201;FR-290266201;CHATEAULIN-BM
290386201;FR-290386201;COMMANA-BM
290395201;FR-290395201;CONCARNEAU-Bibl. Station marine
290396201;FR-290396201;CONCARNEAUBM
290466201;FR-290466201;DOUARNENEZ-Méd. G. Perros
290496201;FR-290496201;ELLIANT-Médiathèque
290616201;FR-290616201;GOUESNOU-Médiath. E. Le Bail
290686201;FR-290686201;GUICLAN-BM
290696201;FR-290696201;GUILERS-Méd. la Guilthèque
290746201;FR-290746201;GUIMILIAU-BM
290756201;FR-290756201;GUIPAVAS-Médiathèque
290976201;FR-290976201;LAMPAUL-GUIMILIAU-BM
291036201;FR-291036201;LANDERNEAU-BM Per Jakez Helias
291045401;FR-291045401;LANDEVENNEC-Abbaye St Guenole
291056201;FR-291056201;LANDIVISIAU-BM
291056301;FR-291056301;LANDIVISIAU-BDP Finistère-Anne
291246201;FR-291246201;LESNEVEN-Médiathèque
291466201;FR-291466201;MELGVEN-Médiathèque
291476201;FR-291476201;MELLAC-BM
291486201;FR-291486201;MESPAUL-BM
291506201;FR-291506201;MOËLAN/MER-BM
291515101;FR-291515101;MORLAIX-Musee des jacobins
291516201;FR-291516201;MORLAIX-Mediatheque
291516202;FR-291516202;MORLAIX-Méd. Ailes du Temps
291536201;FR-291536201;NEVEZ-Médiathèque
291856201;FR-291856201;PLOUESCAT-BM
291876201;FR-291876201;PLOUGAR-BM
291896201;FR-291896201;PLOUGASTEL DAOULAS-Méd. Duval
291936201;FR-291936201;PLOUGOURVEST-BM
291976201;FR-291976201;PLOUHINEC-Médiathèque
292046201;FR-292046201;PLOUNÉVENTER-BM
292106201;FR-292106201;PLOUVORN-BM
292122201;FR-292122201;BREST-PLOUZANE-PDI-ESIAB
292126201;FR-292126201;PLOUZANE-BM
292136201;FR-292136201;PLOUZÉVEDÉ-BM
292176201;FR-292176201;PONT-AVEN-Médiathèque
292322101;FR-292322101;QUIMPER-BU
292322201;FR-292322201;QUIMPER-IUT
292322301;FR-292322301;QUIMPER-INSPE Bretagne
292322302;FR-292322302;QUIMPER-EESAB
292325101;FR-292325101;QUIMPER-Archives departementales
292325102;FR-292325102;QUIMPER-Musee des beaux arts
292325201;FR-292325201;QUIMPER-C H Etienne Gourmelen
292325401;FR-292325401;QUIMPER-Bib. diocésaine
292326201;FR-292326201;QUIMPER-BM
292326301;FR-292326301;QUIMPER-BDP Finistère
292336201;FR-292336201;QUIMPERLE-BM
292356201;FR-292356201;LE RELECQ-KERHUON-Médiath.
292393008;FR-292393008;ROSCOFF-SU-Obs.Océano.
292416201;FR-292416201;ROSPORDEN-BM
292446201;FR-292446201;SAINT-DERRIEN-BM
292546201;FR-292546201;ST MARTIN DES CHAMPS-Médiath.
292626201;FR-292626201;SAINT-SAUVEUR-BM
292646201;FR-292646201;SAINT-SERVAIS-BM
292716201;FR-292716201;SAINT-VOUGAY-BM
